collection_received_date,shipment_number,isolation_box_number,position in box,s_label,proliferating,strip_tube_number,strip_tube_position,lysis_date,ssu_pcr_date,ITS2_pcr_date,gel_number,gel_position,ITS2_pcr_product,rhabditid_pcr_product,species_id,MCLab Sequencing Positions,notes,manual_blast_notes,ECA_dirty,ECA_clean
,2,2,,S-11098,1,48,11,12/20/19,12/23/19,12/23/19,2,B22,0,1,#N/A,,,#N/A,,
,2,2,,S-11099,1,48,12,12/20/19,12/23/19,12/23/19,2,B24,0,1,#N/A,,,#N/A,,
,2,2,,S-11100,1,49,2,12/20/19,12/23/19,12/23/19,2,C3,0,1,#N/A,,,#N/A,,
,2,2,,S-11102,1,49,3,12/20/19,12/23/19,12/23/19,2,C5,0,1,#N/A,,,#N/A,,
,2,2,,S-11104,1,49,4,12/20/19,12/23/19,12/23/19,2,C7,0,1,#N/A,,,#N/A,,
,2,2,,S-11116,1,49,5,12/20/19,12/23/19,12/23/19,2,C9,0,1,#N/A,,,#N/A,,
,2,2,,S-11117,1,49,6,12/20/19,12/23/19,12/23/19,2,C11,0,1,#N/A,,,#N/A,,
,2,2,,S-11118,1,49,7,12/20/19,12/23/19,12/23/19,2,C13,0,1,#N/A,,,#N/A,,
,2,2,,S-11126,1,49,8,12/20/19,12/23/19,12/23/19,2,C15,1,1,C. elegans,B2,,"only ~62% of the query matched, so maybe redo?",,
,2,2,,S-11127,1,49,9,12/20/19,12/23/19,12/23/19,2,C17,1,1,C. elegans,C2,,,,
,2,2,,S-11128,1,49,10,12/20/19,12/23/19,12/23/19,2,C19,1,1,C. elegans,D2,,,,
,2,2,,S-11129,1,49,11,12/20/19,12/23/19,12/23/19,2,C21,1,1,C. elegans,E2,,"a few mismatches, redo?",,
,2,2,,S-11130,1,49,12,12/20/19,12/23/19,12/23/19,2,C23,1,1,C. elegans,F2,,,,
,2,2,,S-11132,1,50,2,12/20/19,12/23/19,12/23/19,2,C4,0,1,#N/A,,,#N/A,,
,2,2,,S-11133,1,50,3,12/20/19,12/23/19,12/23/19,2,C6,0,1,#N/A,,,#N/A,,
,2,2,,S-11134,1,50,4,12/20/19,12/23/19,12/23/19,2,C8,0,1,#N/A,,,#N/A,,
,2,2,,S-11135,1,50,5,12/20/19,12/23/19,12/23/19,2,C10,0,1,#N/A,,,#N/A,,
,2,2,,S-11139,1,50,6,12/20/19,12/23/19,12/23/19,2,C12,0,1,#N/A,,,#N/A,,
,2,2,,S-11145,1,50,7,12/20/19,12/23/19,12/23/19,2,C14,1,1,C. briggsae,G2,,,,
,2,2,,S-11146,1,50,8,12/20/19,12/23/19,12/23/19,2,C16,0,1,#N/A,,,#N/A,,
,2,2,,S-11147,1,50,9,12/20/19,12/23/19,12/23/19,2,C18,1,1,C. briggsae,H2,,,,
,2,2,,S-11148,1,50,10,12/20/19,12/23/19,12/23/19,2,C20,1,1,C. briggsae,A3,,,,
,2,2,,S-11152,1,50,11,12/20/19,12/23/19,12/23/19,2,C22,0,1,#N/A,,,#N/A,,
,2,2,,S-11153,1,50,12,12/20/19,12/23/19,12/23/19,2,C24,0,1,#N/A,,,#N/A,,
,2,2,,S-11156,1,51,2,12/20/19,12/23/19,12/23/19,2,D3,0,1,#N/A,,,#N/A,,
,2,2,,S-11157,1,51,3,12/20/19,12/23/19,12/23/19,2,D5,0,0,#N/A,,D3; REDO,#N/A,,
,2,2,,S-11162,1,51,4,12/20/19,12/23/19,12/23/19,2,D7,0,1,#N/A,,,#N/A,,
,2,2,,S-11163,1,51,5,12/20/19,12/23/19,12/23/19,2,D9,0,1,#N/A,,,#N/A,,
,2,2,,S-11164,1,51,6,12/20/19,12/23/19,12/23/19,2,D11,0,1,#N/A,,,#N/A,,
,2,2,,S-11165,1,51,7,12/20/19,12/23/19,12/23/19,2,D13,0,0,#N/A,,Redo,#N/A,,
,2,2,,S-11166,1,51,8,12/20/19,12/23/19,12/23/19,2,D15,0,1,#N/A,,,#N/A,,
,2,2,,S-11171,1,51,9,12/20/19,12/23/19,12/23/19,2,D17,0,1,#N/A,,,#N/A,,
,2,2,,S-11172,1,51,10,12/20/19,12/23/19,12/23/19,2,D19,0,1,#N/A,,,#N/A,,
,2,2,,S-11173,1,51,11,12/20/19,12/23/19,12/23/19,2,D21,0,1,#N/A,,,#N/A,,
,2,2,,S-11174,1,51,12,12/20/19,12/23/19,12/23/19,2,D23,0,1,#N/A,,,#N/A,,
,2,2,,S-11176,1,52,2,12/20/19,12/23/19,12/23/19,2,D4,1,1,C. elegans,B3,,,,
,2,2,,S-11177,1,52,3,12/20/19,12/23/19,12/23/19,2,D6,0,1,#N/A,,,#N/A,,
,2,2,,S-11178,1,52,4,12/20/19,12/23/19,12/23/19,2,D8,0,1,#N/A,,,#N/A,,
,2,2,,S-11179,1,52,5,12/20/19,12/23/19,12/23/19,2,D10,1,1,C. elegans,C3,,,,
,2,2,,S-11180,1,52,6,12/20/19,12/23/19,12/23/19,2,D12,1,1,C. elegans,D3,,,,
,2,2,,S-11181,1,52,7,12/20/19,12/23/19,12/23/19,2,D14,1,1,C. elegans,E3,,,,
,2,2,,S-11182,1,52,8,12/20/19,12/23/19,12/23/19,2,D16,1,1,C. elegans,F3,,,,
,2,2,,S-11183,1,52,9,12/20/19,12/23/19,12/23/19,2,D18,1,1,C. elegans,G3,,,,
,2,2,,S-11185,1,52,10,12/20/19,12/23/19,12/23/19,2,D20,0,1,#N/A,,,#N/A,,
,2,2,,S-11187,1,52,11,12/20/19,12/23/19,12/23/19,2,D22,0,1,#N/A,,,#N/A,,
,2,3,,S-11188,1,53,2,12/21/19,12/23/19,12/23/19,1,A3,0,1,#N/A,,,#N/A,,
,2,3,,S-11189,1,53,3,12/21/19,12/23/19,12/23/19,1,A5,0,1,#N/A,,,#N/A,,
,2,3,,S-11190,1,53,4,12/21/19,12/23/19,12/23/19,1,A7,0,1,#N/A,,,#N/A,,
,2,3,,S-11191,1,53,5,12/21/19,12/23/19,12/23/19,1,A9,1,1,C. elegans,H3,,,,
,2,3,,S-11192,1,53,6,12/21/19,12/23/19,12/23/19,1,A11,1,1,C. elegans,A4,,,,
,2,3,,S-11193,1,53,7,12/21/19,12/23/19,12/23/19,1,A13,1,1,C. elegans,B4,,,,
,2,3,,S-11199,1,53,8,12/21/19,12/23/19,12/23/19,1,A15,0,1,#N/A,,,#N/A,,
,2,3,,S-11200,1,53,9,12/21/19,12/23/19,12/23/19,1,A17,0,1,#N/A,,,#N/A,,
,2,3,,S-11204,1,53,10,12/21/19,12/23/19,12/23/19,1,A19,0,1,#N/A,,,#N/A,,
,2,3,,S-11205,1,53,11,12/21/19,12/23/19,12/23/19,1,A21,0,1,#N/A,,,#N/A,,
,2,3,,S-11206,1,53,12,12/21/19,12/23/19,12/23/19,1,A23,0,1,#N/A,,,#N/A,,
,2,3,,S-11207,1,54,2,12/21/19,12/23/19,12/23/19,1,A4,0,1,#N/A,,,#N/A,,
,2,3,,S-11208,1,54,3,12/21/19,12/23/19,12/23/19,1,A6,0,1,#N/A,,,#N/A,,
,2,3,,S-11209,1,54,4,12/21/19,12/23/19,12/23/19,1,A8,0,1,#N/A,,,#N/A,,
,2,3,,S-11210,1,54,5,12/21/19,12/23/19,12/23/19,1,A10,0,1,#N/A,,,#N/A,,
,2,3,,S-11211,1,54,6,12/21/19,12/23/19,12/23/19,1,A12,0,1,#N/A,,,#N/A,,
,2,3,,S-11212,1,54,7,12/21/19,12/23/19,12/23/19,1,A14,1,1,C. elegans,C4,,,,
,2,3,,S-11213,1,54,8,12/21/19,12/23/19,12/23/19,1,A16,1,1,C. elegans,D4,,,,
,2,3,,S-11214,1,54,9,12/21/19,12/23/19,12/23/19,1,A18,1,1,C. elegans,E4,,,,
,2,3,,S-11215,1,54,10,12/21/19,12/23/19,12/23/19,1,A20,1,1,C. elegans,F4,,,,
,2,3,,S-11216,1,54,11,12/21/19,12/23/19,12/23/19,1,A22,0,1,#N/A,,,#N/A,,
,2,3,,S-11217,1,54,12,12/21/19,12/23/19,12/23/19,1,A24,0,1,#N/A,,,#N/A,,
,2,3,,S-11218,1,55,2,12/21/19,12/23/19,12/23/19,1,B3,0,1,#N/A,,,#N/A,,
,2,3,,S-11220,1,55,3,12/21/19,12/23/19,12/23/19,1,B5,0,1,#N/A,,,#N/A,,
,2,3,,S-11221,1,55,4,12/21/19,12/23/19,12/23/19,1,B7,0,1,#N/A,,,#N/A,,
,2,3,,S-11222,1,55,5,12/21/19,12/23/19,12/23/19,1,B9,0,1,#N/A,,,#N/A,,
,2,3,,S-11225,1,55,6,12/21/19,12/23/19,12/23/19,1,B11,0,1,#N/A,,,#N/A,,
,2,3,,S-11226,1,55,7,12/21/19,12/23/19,12/23/19,1,B13,0,1,#N/A,,,#N/A,,
,2,3,,S-11227,1,55,8,12/21/19,12/23/19,12/23/19,1,B15,0,1,#N/A,,,#N/A,,
,2,3,,S-11228,1,55,9,12/21/19,12/23/19,12/23/19,1,B17,1,1,C. elegans,G4,,,,
,2,3,,S-11229,1,55,10,12/21/19,12/23/19,12/23/19,1,B19,0,1,#N/A,,,#N/A,,
,2,3,,S-11230,1,55,11,12/21/19,12/23/19,12/23/19,1,B21,1,1,C. elegans,H4,,,,
,2,3,,S-11231,1,55,12,12/21/19,12/23/19,12/23/19,1,B23,1,1,C. elegans,A5,,,,
,2,3,,S-11232,1,56,2,12/21/19,12/23/19,12/23/19,1,B4,1,1,C. elegans,B5,,,,
,2,3,,S-11234,1,56,3,12/21/19,12/23/19,12/23/19,1,B6,1,1,C. elegans,C5,,,,
,2,3,,S-11235,1,56,4,12/21/19,12/23/19,12/23/19,1,B8,1,1,C. elegans,D5,,,,
,2,3,,S-11236,1,56,5,12/21/19,12/23/19,12/23/19,1,B10,0,1,#N/A,,,#N/A,,
,2,3,,S-11237,1,56,6,12/21/19,12/23/19,12/23/19,1,B12,1,1,C. elegans,E5,,,,
,2,3,,S-11239,1,56,7,12/21/19,12/23/19,12/23/19,1,B14,1,1,C. briggsae,F5,,,,
,2,3,,S-11240,1,56,8,12/21/19,12/23/19,12/23/19,1,B16,1,1,C. elegans,G5,,,,
,2,3,,S-11242,1,56,9,12/21/19,12/23/19,12/23/19,1,B18,0,1,#N/A,,,#N/A,,
,2,3,,S-11246,1,56,10,12/21/19,12/23/19,12/23/19,1,B20,0,1,#N/A,,,#N/A,,
,2,3,,S-11249,1,56,11,12/21/19,12/23/19,12/23/19,1,B22,0,1,#N/A,,,#N/A,,
,2,3,,S-11250,1,56,12,12/21/19,12/23/19,12/23/19,1,B24,0,1,#N/A,,,#N/A,,
,2,3,,S-11251,1,57,2,12/21/19,12/23/19,12/23/19,1,C3,0,1,#N/A,,,#N/A,,
,2,3,,S-11252,1,57,3,12/21/19,12/23/19,12/23/19,1,C5,0,1,#N/A,,,#N/A,,
,2,3,,S-11253,1,57,4,12/21/19,12/23/19,12/23/19,1,C7,0,1,#N/A,,,#N/A,,
,2,3,,S-11255,1,57,5,12/21/19,12/23/19,12/23/19,1,C9,1,1,C. elegans,H5,,,,
,2,3,,S-11256,1,57,6,12/21/19,12/23/19,12/23/19,1,C11,1,1,C. elegans,A6,,,,
,2,3,,S-11257,1,57,7,12/21/19,12/23/19,12/23/19,1,C13,1,1,C. elegans,B6,,,,
,2,3,,S-11258,1,57,8,12/21/19,12/23/19,12/23/19,1,C15,1,1,C. elegans,C6,,,,
,2,3,,S-11259,1,57,9,12/21/19,12/23/19,12/23/19,1,C17,1,1,C. elegans,D6,,,,
,2,3,,S-11260,1,57,10,12/21/19,12/23/19,12/23/19,1,C19,1,1,C. elegans,E6,,,,
,2,3,,S-11261,1,57,11,12/21/19,12/23/19,12/23/19,1,C21,0,1,#N/A,,,#N/A,,
,2,3,,S-11262,1,57,12,12/21/19,12/23/19,12/23/19,1,C23,0,1,#N/A,,,#N/A,,
,2,3,,S-11263,1,58,2,12/21/19,12/23/19,12/23/19,1,C4,0,1,#N/A,,,#N/A,,
,2,3,,S-11264,1,58,3,12/21/19,12/23/19,12/23/19,1,C6,0,1,#N/A,,,#N/A,,
,2,3,,S-11265,1,58,4,12/21/19,12/23/19,12/23/19,1,C8,0,1,#N/A,,,#N/A,,
,2,3,,S-11266,1,58,5,12/21/19,12/23/19,12/23/19,1,C10,0,1,#N/A,,,#N/A,,
,2,3,,S-11269,1,58,6,12/21/19,12/23/19,12/23/19,1,C12,0,1,#N/A,,,#N/A,,
,2,3,,S-11271,1,58,7,12/21/19,12/23/19,12/23/19,1,C14,0,1,#N/A,,,#N/A,,
,2,3,,S-11276,1,58,8,12/21/19,12/23/19,12/23/19,1,C16,0,1,#N/A,,,#N/A,,
,2,3,,S-11277,1,58,9,12/21/19,12/23/19,12/23/19,1,C18,0,1,#N/A,,,#N/A,,
,2,3,,S-11278,1,58,10,12/21/19,12/23/19,12/23/19,1,C20,0,1,#N/A,,,#N/A,,
,2,3,,S-11279,1,58,11,12/21/19,12/23/19,12/23/19,1,C22,1,1,C. briggsae,F6,,,,
,2,3,,S-11280,1,58,12,12/21/19,12/23/19,12/23/19,1,C24,1,1,C. briggsae,G6,,,,
,2,3,,S-11286,1,59,2,12/21/19,12/23/19,12/23/19,1,D3,1,1,C. elegans,H6,D,,,
,2,3,,S-11287,1,59,3,12/21/19,12/23/19,12/23/19,1,D5,1,1,C. elegans,A7,,,,
,2,3,,S-11288,1,59,4,12/21/19,12/23/19,12/23/19,1,D7,1,1,C. elegans,B7,,,,
,2,3,,S-11291,1,59,5,12/21/19,12/23/19,12/23/19,1,D9,0,1,#N/A,,,#N/A,,
,2,3,,S-11297,1,59,6,12/21/19,12/23/19,12/23/19,1,D11,0,1,#N/A,,,#N/A,,
,2,3,,S-11298,1,59,7,12/21/19,12/23/19,12/23/19,1,D13,1,1,C. elegans,C7,,,,
,2,3,,S-11299,1,59,8,12/21/19,12/23/19,12/23/19,1,D15,0,1,#N/A,,,#N/A,,
,2,3,,S-11300,1,59,9,12/21/19,12/23/19,12/23/19,1,D17,0,1,#N/A,,,#N/A,,
,2,3,,S-11301,1,59,10,12/21/19,12/23/19,12/23/19,1,D19,0,1,#N/A,,,#N/A,,
,2,3,,S-11309,1,59,11,12/21/19,12/23/19,12/23/19,1,D21,1,1,C. elegans,D7,,,,
,2,3,,S-11310,1,59,12,12/21/19,12/23/19,12/23/19,1,D23,1,1,C. elegans,E7,,,,
,2,3,,S-11311,1,60,2,12/21/19,12/23/19,12/23/19,1,D4,1,1,C. elegans,F7,,,,
,2,3,,S-11312,1,60,3,12/21/19,12/23/19,12/23/19,1,D6,1,1,C. elegans,G7,,,,
,2,3,,S-11313,1,60,4,12/21/19,12/23/19,12/23/19,1,D8,1,1,C. elegans,H7,,,,
,2,3,,S-11315,1,60,5,12/21/19,12/23/19,12/23/19,1,D10,0,0,#N/A,,,#N/A,,
,2,3,,S-11317,1,60,6,12/21/19,12/23/19,12/23/19,1,D12,0,1,#N/A,,,#N/A,,
,2,3,,S-11318,1,60,7,12/21/19,12/23/19,12/23/19,1,D14,0,1,#N/A,,,#N/A,,
,2,3,,S-11321,1,60,8,12/21/19,12/23/19,12/23/19,1,D16,0,1,#N/A,,,#N/A,,
,2,3,,S-11322,1,60,9,12/21/19,12/23/19,12/23/19,1,D18,0,1,#N/A,,,#N/A,,
,2,3,,S-11332,1,60,10,12/21/19,12/23/19,12/23/19,1,D20,0,1,#N/A,,,#N/A,,
,2,4,,S-11337,1,61,2,12/22/19,,1/6/20,,A3,1,,#N/A,,,#N/A,,
,2,4,,S-11338,1,61,3,12/22/19,,1/6/20,,A5,1,,#N/A,,,#N/A,,
,2,4,,S-11339,1,61,4,12/22/19,,1/6/20,,A7,1,,#N/A,,,#N/A,,
,2,4,,S-11341,1,61,5,12/22/19,,1/6/20,,A9,0,,#N/A,,,#N/A,,
,2,4,,S-11342,1,61,6,12/22/19,,1/6/20,,A11,1,,#N/A,,,#N/A,,
,2,4,,S-11343,1,61,7,12/22/19,,1/6/20,,A13,0,,#N/A,,,#N/A,,
,2,4,,S-11344,1,61,8,12/22/19,,1/6/20,,A15,0,,#N/A,,,#N/A,,
,2,4,,S-11345,1,61,9,12/22/19,,1/6/20,,A17,0,,#N/A,,,#N/A,,
,2,4,,S-11349,1,61,10,12/22/19,,1/6/20,,A19,0,,#N/A,,,#N/A,,
,2,4,,S-11350,1,61,11,12/22/19,,1/6/20,,A21,0,,#N/A,,,#N/A,,
,2,4,,S-11352,1,61,12,12/22/19,,1/6/20,,A23,0,,#N/A,,,#N/A,,
,2,4,,S-11354,1,62,2,12/22/19,,1/6/20,,A4,0,,#N/A,,,#N/A,,
,2,4,,S-11355,1,62,3,12/22/19,,1/6/20,,A6,0,,#N/A,,,#N/A,,
,2,4,,S-11364,1,62,4,12/22/19,,1/6/20,,A8,0,,#N/A,,,#N/A,,
,2,4,,S-11366,1,62,5,12/22/19,,1/6/20,,A10,0,,#N/A,,,#N/A,,
,2,4,,S-11367,1,62,6,12/22/19,,1/6/20,,A12,0,,#N/A,,,#N/A,,
,2,4,,S-11368,1,62,7,12/22/19,,1/6/20,,A14,0,,#N/A,,,#N/A,,
,2,4,,S-11369,1,62,8,12/22/19,,1/6/20,,A16,0,,#N/A,,,#N/A,,
,2,4,,S-11370,1,62,9,12/22/19,,1/6/20,,A18,0,,#N/A,,,#N/A,,
,2,4,,S-11372,1,62,10,12/22/19,,1/6/20,,A20,1,,#N/A,,,#N/A,,
,2,4,,S-11373,1,62,11,12/22/19,,1/6/20,,A22,1,,#N/A,,,#N/A,,
,2,4,,S-11374,1,62,12,12/22/19,,1/6/20,,A24,1,,#N/A,,,#N/A,,
,2,4,,S-11375,1,63,2,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11377,1,63,3,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11380,1,63,4,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11381,1,63,5,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11382,1,63,6,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11383,1,63,7,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11386,1,63,8,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11387,1,63,9,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11388,1,63,10,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11391,1,63,11,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11396,1,63,12,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11397,1,64,2,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11398,1,64,3,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11400,1,64,4,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11405,1,64,5,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11406,1,64,6,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11413,1,64,7,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11414,1,64,8,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11415,1,64,9,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11416,1,64,10,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11417,1,64,11,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11418,1,64,12,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11421,1,65,2,12/22/19,,1/6/20,,C3,0,,#N/A,,,#N/A,,
,2,4,,S-11424,1,65,12,12/22/19,,1/6/20,,,0,,#N/A,,"There is another sample in the same position (S-11446). It is NOT on the archived copy of the Box 4 sheet, so I believe this is an entry in error.",#N/A,,
,2,4,,S-11428,1,65,3,12/22/19,,1/6/20,,C5,0,,#N/A,,,#N/A,,
,2,4,,S-11429,1,65,4,12/22/19,,1/6/20,,C7,0,,#N/A,,,#N/A,,
,2,4,,S-11430,1,65,5,12/22/19,,1/6/20,,C9,0,,#N/A,,,#N/A,,
,2,4,,S-11431,1,65,6,12/22/19,,1/6/20,,C11,0,,#N/A,,,#N/A,,
,2,4,,S-11432,1,65,7,12/22/19,,1/6/20,,C13,0,,#N/A,,,#N/A,,
,2,4,,S-11433,1,65,8,12/22/19,,1/6/20,,C15,0,,#N/A,,,#N/A,,
,2,4,,S-11436,1,65,9,12/22/19,,1/6/20,,C17,0,,#N/A,,,#N/A,,
,2,4,,S-11444,1,65,10,12/22/19,,1/6/20,,C19,0,,#N/A,,,#N/A,,
,2,4,,S-11445,1,65,11,12/22/19,,1/6/20,,C21,1,,#N/A,,,#N/A,,
,2,4,,S-11446,1,65,12,12/22/19,,1/6/20,,C23,0,,#N/A,,,#N/A,,
,2,4,,S-11447,1,66,2,12/22/19,,1/6/20,,C4,0,,#N/A,,,#N/A,,
,2,4,,S-11451,1,66,3,12/22/19,,1/6/20,,C6,0,,#N/A,,,#N/A,,
,2,4,,S-11455,1,66,4,12/22/19,,1/6/20,,C8,1,,#N/A,,,#N/A,,
,2,4,,S-11456,1,66,5,12/22/19,,1/6/20,,C10,0,,#N/A,,,#N/A,,
,2,4,,S-11457,1,66,6,12/22/19,,1/6/20,,C12,0,,#N/A,,,#N/A,,
,2,4,,S-11461,1,66,7,12/22/19,,1/6/20,,C14,1,,#N/A,,,#N/A,,
,2,4,,S-11462,1,66,8,12/22/19,,1/6/20,,C16,0,,#N/A,,,#N/A,,
,2,4,,S-11463,1,66,9,12/22/19,,1/6/20,,C18,0,,#N/A,,,#N/A,,
,2,4,,S-11464,1,66,10,12/22/19,,1/6/20,,C20,0,,#N/A,,,#N/A,,
,2,4,,S-11467,1,66,11,12/22/19,,1/6/20,,C22,1,,#N/A,,,#N/A,,
,2,4,,S-11471,1,66,12,12/22/19,,1/6/20,,C24,0,,#N/A,,,#N/A,,
,2,4,,S-11472,1,67,2,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11473,1,67,3,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11484,1,67,4,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11485,1,67,5,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11486,1,67,6,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11487,1,67,7,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11488,1,67,8,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11490,1,67,9,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11492,1,67,10,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11493,1,67,11,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11494,1,67,12,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11495,1,68,2,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11498,1,68,3,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11500,1,68,4,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11501,1,68,5,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11502,1,68,6,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11503,1,68,7,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11504,1,68,8,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11505,1,68,9,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11506,1,68,10,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11507,1,68,11,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,4,,S-11508,1,68,12,12/22/19,,1/6/20,,,,,#N/A,,,#N/A,,
,2,5,,S-11509,1,69,2,12/23/19,1/5/20,1/5/20,2,A3,1,1,#N/A,,,#N/A,,
,2,5,,S-11510,1,69,3,12/23/19,1/5/20,1/5/20,2,A5,1,1,#N/A,,,#N/A,,
,2,5,,S-11511,1,69,4,12/23/19,1/5/20,1/5/20,2,A7,0,1,#N/A,,,#N/A,,
,2,5,,S-11512,1,69,5,12/23/19,1/5/20,1/5/20,2,A9,0,1,#N/A,,,#N/A,,
,2,5,,S-11513,1,69,6,12/23/19,1/5/20,1/5/20,2,A11,0,1,#N/A,,,#N/A,,
,2,5,,S-11514,1,69,7,12/23/19,1/5/20,1/5/20,2,A13,0,1,#N/A,,,#N/A,,
,2,5,,S-11515,1,69,8,12/23/19,1/5/20,1/5/20,2,A15,0,1,#N/A,,,#N/A,,
,2,5,,S-11516,1,69,9,12/23/19,1/5/20,1/5/20,2,A17,0,1,#N/A,,,#N/A,,
,2,5,,S-11517,1,69,10,12/23/19,1/5/20,1/5/20,2,A19,1,1,#N/A,,,#N/A,,
,2,5,,S-11518,1,69,11,12/23/19,1/5/20,1/5/20,2,A21,1,1,#N/A,,,#N/A,,
,2,5,,S-11519,1,69,12,12/23/19,1/5/20,1/5/20,2,A23,1,1,#N/A,,,#N/A,,
,2,5,,S-11521,1,70,2,12/23/19,1/5/20,1/5/20,2,A4,0,1,#N/A,,,#N/A,,
,2,5,,S-11522,1,70,3,12/23/19,1/5/20,1/5/20,2,A6,1,1,#N/A,,,#N/A,,
,2,5,,S-11523,1,70,4,12/23/19,1/5/20,1/5/20,2,A8,1,1,#N/A,,,#N/A,,
,2,5,,S-11524,1,70,5,12/23/19,1/5/20,1/5/20,2,A10,1,1,#N/A,,,#N/A,,
,2,5,,S-11525,1,70,6,12/23/19,1/5/20,1/5/20,2,A12,0,1,#N/A,,,#N/A,,
,2,5,,S-11526,1,70,7,12/23/19,1/5/20,1/5/20,2,A14,1,1,#N/A,,,#N/A,,
,2,5,,S-11527,1,70,8,12/23/19,1/5/20,1/5/20,2,A16,0,1,#N/A,,,#N/A,,
,2,5,,S-11535,1,70,9,12/23/19,1/5/20,1/5/20,2,A18,0,1,#N/A,,,#N/A,,
,2,5,,S-11536,1,70,10,12/23/19,1/5/20,1/5/20,2,A20,1,1,#N/A,,,#N/A,,
,2,5,,S-11537,1,70,11,12/23/19,1/5/20,1/5/20,2,A22,0,1,#N/A,,,#N/A,,
,2,5,,S-11538,1,70,12,12/23/19,1/5/20,1/5/20,2,A24,0,1,#N/A,,,#N/A,,
,2,5,,S-11539,1,71,2,12/23/19,1/5/20,1/5/20,2,B3,1,1,#N/A,,,#N/A,,
,2,5,,S-11540,1,71,3,12/23/19,1/5/20,1/5/20,2,B5,1,1,#N/A,,,#N/A,,
,2,5,,S-11541,1,71,4,12/23/19,1/5/20,1/5/20,2,B7,1,1,#N/A,,,#N/A,,
,2,5,,S-11543,1,71,5,12/23/19,1/5/20,1/5/20,2,B9,0,1,#N/A,,,#N/A,,
,2,5,,S-11544,1,71,6,12/23/19,1/5/20,1/5/20,2,B11,0,1,#N/A,,,#N/A,,
,2,5,,S-11545,1,71,7,12/23/19,1/5/20,1/5/20,2,B13,0,1,#N/A,,,#N/A,,
,2,5,,S-11546,1,71,8,12/23/19,1/5/20,1/5/20,2,B15,1,1,#N/A,,,#N/A,,
,2,5,,S-11547,1,71,9,12/23/19,1/5/20,1/5/20,2,B17,1,1,#N/A,,,#N/A,,
