fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
3817fcdc-2520-4817-b056-7b2bbd2cf640,6ab2c466-a63d-42a3-89ec-32e7470280ef,6ab2c466-a63d-42a3-89ec-32e7470280ef,1,,42.05650958333333,-87.67368319444445,POINT (-87.67368319444445 42.05650958333333),555764,2019-12-11 18:58:39 UTC,2019-12-11 12:46:31 UTC,162.8,2019-12-11,18:46:14,14.3,,,42.05650958333333,N,-87.67368319444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
40b8cead-ae51-4f5f-a2ef-113e6cda2dec,6f1bb87b-2241-4963-92da-6d731c6400c7,6f1bb87b-2241-4963-92da-6d731c6400c7,1,,42.056516499999994,-87.67368350000001,POINT (-87.67368350000001 42.056516499999994),471116,2019-12-11 18:58:42 UTC,2019-12-11 12:53:10 UTC,162.8,2019-12-11,18:53:10,13.388999931077262,,,42.056516499999994,N,-87.67368350000001,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
f5624ea0-92a8-4bc1-931a-8b46fd8494ca,3ea09689-f337-428f-9acd-01387bd51d67,3ea09689-f337-428f-9acd-01387bd51d67,1,,42.05650027777777,-87.6736988888889,POINT (-87.6736988888889 42.05650027777777),497690,2019-12-11 19:13:03 UTC,2019-12-11 13:02:07 UTC,162.8,2019-12-11,19:02:06,14.479000101204331,,,42.05650027777777,N,-87.6736988888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
f074340d-cebd-4188-a5ab-dd2e66133955,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,,42.05650927777778,-87.67368269444445,POINT (-87.67368269444445 42.05650927777778),553188,2019-12-11 19:13:05 UTC,2019-12-11 13:08:28 UTC,162.8,2019-12-11,19:08:26,16.489000323519896,,,42.05650927777778,N,-87.67368269444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
1659cfe5-5b64-4b0c-bafc-dfe83650b98c,a077a466-0109-4a49-947b-8bd87d9dacab,a077a466-0109-4a49-947b-8bd87d9dacab,1,,42.05650947222222,-87.67368288888889,POINT (-87.67368288888889 42.05650947222222),526439,2019-12-11 19:26:43 UTC,2019-12-11 13:15:00 UTC,162.8,2019-12-11,19:14:52,14.512999540652274,,,42.05650947222222,N,-87.67368288888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,1,,42.056509388888884,-87.67368277777778,POINT (-87.67368277777778 42.056509388888884),567631,2019-12-11 19:26:44 UTC,2019-12-11 13:23:18 UTC,162.8,2019-12-11,19:23:00,14.467,,,42.056509388888884,N,-87.67368277777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
c489de5a-8e24-4a46-b533-f024621b9e77,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,1,,42.05650947222222,-87.67368288888889,POINT (-87.67368288888889 42.05650947222222),602989,2019-12-11 19:49:34 UTC,2019-12-11 13:28:05 UTC,162.8,2019-12-11,19:27:59,14.227000230574129,,,42.05650947222222,N,-87.67368288888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
24462a7b-28c7-4456-a8f3-f7117e5d4d79,91f01f66-0951-4363-8e35-07bdfaf96fc9,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,,42.05651708333333,-87.67367227777778,POINT (-87.67367227777778 42.05651708333333),613610,2019-12-11 19:49:36 UTC,2019-12-11 13:43:11 UTC,162.8,2019-12-11,19:42:58,14.387000093659267,,,42.05651708333333,N,-87.67367227777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
cd1742e2-517e-49b0-9bf6-7952f2e3c282,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,,42.05651666666667,-87.67370555555556,POINT (-87.67370555555556 42.05651666666667),498997,2019-12-11 20:00:03 UTC,2019-12-11 13:41:59 UTC,162.8,2019-12-11,19:41:59,13.09,,,42.05651666666667,N,-87.67370555555556,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
d447e180-931c-439f-8480-1d0310165c48,b2537219-8181-4891-a3a4-faf47c51c7d2,b2537219-8181-4891-a3a4-faf47c51c7d2,1,,42.05651944444444,-87.67370277777778,POINT (-87.67370277777778 42.05651944444444),501852,2019-12-11 20:00:04 UTC,2019-12-11 13:42:21 UTC,162.8,2019-12-11,19:42:21,13.34,,,42.05651944444444,N,-87.67370277777778,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
fef6f55a-6f97-4e97-af06-bade7d57e0b1,a47ad724-1493-4883-9d49-fd9b4d073a77,a47ad724-1493-4883-9d49-fd9b4d073a77,1,,42.056509388888884,-87.67368238888889,POINT (-87.67368238888889 42.056509388888884),592482,2019-12-11 20:28:37 UTC,2019-12-11 13:59:57 UTC,162.8,2019-12-11,19:59:55,13.475999797252776,,,42.056509388888884,N,-87.67368238888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
c2d6a681-1a43-4e5d-bc10-524eb21aad14,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,1,,42.056502888888886,-87.67368969444445,POINT (-87.67368969444445 42.056502888888886),543244,2019-12-11 20:28:38 UTC,2019-12-11 14:23:27 UTC,162.8,2019-12-11,20:22:56,14.170999530736744,,,42.056502888888886,N,-87.67368969444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
ac378160-ea5c-43bb-8bb2-c7b3df1adbe5,60173216-4799-421b-b24b-be7d965f40f3,60173216-4799-421b-b24b-be7d965f40f3,1,,42.05650988888888,-87.67368327777778,POINT (-87.67368327777778 42.05650988888888),595471,2019-12-11 20:36:03 UTC,2019-12-11 14:32:05 UTC,162.8,2019-12-11,20:32:01,14.31,,,42.05650988888888,N,-87.67368327777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
139b66b6-92f4-4038-b16c-a697ae9b1d1e,709ac08e-3764-4540-a275-a405b15870d0,709ac08e-3764-4540-a275-a405b15870d0,1,,42.05651666666667,-87.67370555555556,POINT (-87.67370555555556 42.05651666666667),507310,2019-12-11 20:39:32 UTC,2019-12-11 14:02:59 UTC,162.8,2019-12-11,20:02:59,13.088,,,42.05651666666667,N,-87.67370555555556,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
f782c0d9-2004-4196-96f9-34d85ba4b046,421cc88f-ef76-4ebb-ac54-8ac72364124c,421cc88f-ef76-4ebb-ac54-8ac72364124c,1,,42.05655833333333,-87.67368888888889,POINT (-87.67368888888889 42.05655833333333),513594,2019-12-11 20:39:34 UTC,2019-12-11 14:27:05 UTC,162.8,2019-12-11,20:27:05,14.575,,,42.05655833333333,N,-87.67368888888889,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
b3a15936-863f-4535-94ca-7c6d143573b2,3c126a2b-c6dd-4feb-919a-2f0395eda14e,3c126a2b-c6dd-4feb-919a-2f0395eda14e,1,,42.05651666666667,-87.67370555555556,POINT (-87.67370555555556 42.05651666666667),533928,2019-12-11 20:39:35 UTC,2019-12-11 14:31:41 UTC,162.8,2019-12-11,20:31:41,13.215999286542406,,,42.05651666666667,N,-87.67370555555556,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
576cfe3a-b3db-43ae-b7d1-76e43567773d,2423a57e-5681-4824-95f2-3157e393f3e2,2423a57e-5681-4824-95f2-3157e393f3e2,1,,42.056509194444445,-87.67368369444445,POINT (-87.67368369444445 42.056509194444445),530669,2019-12-11 20:42:56 UTC,2019-12-11 14:38:39 UTC,162.8,2019-12-11,20:38:38,14.48400021368663,,,42.056509194444445,N,-87.67368369444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
ac0891ee-38a0-43c3-baee-11f053c31f66,da49ba87-ac44-40f5-ab21-0937c2c05c13,da49ba87-ac44-40f5-ab21-0937c2c05c13,1,,42.05650958333333,-87.67368308333334,POINT (-87.67368308333334 42.05650958333333),594771,2019-12-11 20:53:23 UTC,2019-12-11 14:45:08 UTC,162.8,2019-12-11,20:44:58,14.32,,,42.05650958333333,N,-87.67368308333334,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
7bfe8b6f-0f71-43f5-ac7d-1c63ee19aa26,abfd7088-3cb7-4b75-8bfd-89aa56870b7e,abfd7088-3cb7-4b75-8bfd-89aa56870b7e,1,,42.0565304,-87.67371130000227,POINT (-87.67371130000227 42.0565304),459520,2019-12-11 21:15:45 UTC,2019-12-11 14:05:21 UTC,162.8,,,13.65900039824771,,,42.0565304,N,-87.67371130000227,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
f0f458cf-49f1-4125-a100-018d7fd831e0,0d749641-a4fd-41e8-98e2-09704c34d565,0d749641-a4fd-41e8-98e2-09704c34d565,1,,42.0564908,-87.673725099999,POINT (-87.673725099999 42.0564908),474541,2019-12-11 21:15:46 UTC,2019-12-11 14:07:51 UTC,162.8,,,13.097000116726976,,,42.0564908,N,-87.673725099999,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
8f5e3a6d-d5a9-4115-a0db-8edb3bf2f037,158f35ff-a989-4c79-920d-7b429117865a,158f35ff-a989-4c79-920d-7b429117865a,1,,42.0564895,-87.6737272,POINT (-87.6737272 42.0564895),462970,2019-12-11 21:15:47 UTC,2019-12-11 14:19:32 UTC,162.8,,,14.156999593440846,,,42.0564895,N,-87.6737272,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
4779b7a3-ab7f-4c28-921d-d736e1886830,0e326075-b9a7-4ede-93f8-4b977ecaac7a,0e326075-b9a7-4ede-93f8-4b977ecaac7a,1,,42.05651170000259,-87.67370490000219,POINT (-87.67370490000219 42.05651170000259),361805,2019-12-11 21:15:51 UTC,2019-12-11 14:32:41 UTC,162.9,,,16.0,,,42.05651170000259,N,-87.67370490000219,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
d4f27da8-c324-4356-8ed7-b913378a3916,af9d7449-edc0-448e-8124-503359c78f09,af9d7449-edc0-448e-8124-503359c78f09,1,,42.056497100000975,-87.6737468,POINT (-87.6737468 42.056497100000975),439651,2019-12-11 21:15:52 UTC,2019-12-11 14:45:14 UTC,162.8,,,13.312,,,42.056497100000975,N,-87.6737468,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
c3a4be6f-562b-4205-9c5f-dd565af82862,c4afc3e8-777c-4c94-859e-9ae4f6771a2a,c4afc3e8-777c-4c94-859e-9ae4f6771a2a,1,,42.0565376,-87.67369939999799,POINT (-87.67369939999799 42.0565376),461120,2019-12-11 21:15:53 UTC,2019-12-11 15:04:04 UTC,162.8,,,14.607000342036256,,,42.0565376,N,-87.67369939999799,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
fe8ddfd4-199d-48e0-b3eb-5bff7ba2ed5c,2965d3f2-d7b6-4b23-8a2b-1ea545ca2ffd,2965d3f2-d7b6-4b23-8a2b-1ea545ca2ffd,1,,42.0565156,-87.6737016,POINT (-87.6737016 42.0565156),417481,2019-12-11 21:15:55 UTC,2019-12-11 15:07:29 UTC,162.8,,,16.0,,,42.0565156,N,-87.6737016,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
ca8f4eb1-c764-4eb3-b514-16144e8b36fd,461419ce-84cc-4c2f-98d1-7e675fc440c8,461419ce-84cc-4c2f-98d1-7e675fc440c8,1,,42.0565195,-87.67371889999791,POINT (-87.67371889999791 42.0565195),394688,2019-12-11 21:25:11 UTC,2019-12-11 15:24:33 UTC,162.8,,,13.251000413964398,,,42.0565195,N,-87.67371889999791,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
042d8c1c-3a79-4ca0-9972-fa542b417755,c5d230bf-776c-4c1a-acee-47c111574d57,c5d230bf-776c-4c1a-acee-47c111574d57,1,,42.05652,-87.67370370370371,POINT (-87.67370370370371 42.05652),489187,2019-12-11 22:31:55 UTC,2019-12-11 15:28:13 UTC,162.8,,,11.935000428192172,,,42.05652,N,-87.67370370370371,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
af9e99bc-7236-499c-a05a-26bb932fa11d,1070f4db-de91-464f-9a93-698a60b5b99a,1070f4db-de91-464f-9a93-698a60b5b99a,1,,42.05651959738227,-87.6737172,POINT (-87.6737172 42.05651959738227),480381,2019-12-11 22:31:56 UTC,2019-12-11 15:36:38 UTC,162.8,,,12.990099009900991,,,42.05651959738227,N,-87.6737172,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
1dbbb027-2192-4726-81da-c1809ed7028f,fc93e2bb-db84-47c3-ad8b-685c25a1392e,fc93e2bb-db84-47c3-ad8b-685c25a1392e,1,,42.0565189000022,-87.6737076999983,POINT (-87.6737076999983 42.0565189000022),452554,2019-12-11 22:31:58 UTC,2019-12-11 15:44:56 UTC,162.8,,,13.29399966571954,,,42.0565189000022,N,-87.6737076999983,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
02545730-a60b-42d3-9a29-b72cf86aab25,a2eca9ef-db04-4c4f-9dbd-e9adb54b5a10,a2eca9ef-db04-4c4f-9dbd-e9adb54b5a10,1,,42.05651110000101,-87.67371819999774,POINT (-87.67371819999774 42.05651110000101),416911,2019-12-11 22:31:59 UTC,2019-12-11 15:57:41 UTC,162.8,,,13.53,,,42.05651110000101,N,-87.67371819999774,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
36664078-718b-4ead-b4e5-8f2d38ea6228,ba4c0230-20db-47cd-8581-767a39b3c215,ba4c0230-20db-47cd-8581-767a39b3c215,1,,42.05651670000162,-87.6736848,POINT (-87.6736848 42.05651670000162),382287,2019-12-11 22:32:00 UTC,2019-12-11 16:09:45 UTC,162.8,,,15.958999639293014,,,42.05651670000162,N,-87.6736848,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
f2a520ed-c8b2-4dc7-816f-d2de7b9a3386,9a45285d-56ec-4c0c-8bbc-58d0eb61f292,9a45285d-56ec-4c0c-8bbc-58d0eb61f292,1,,42.056537999999996,-87.67369950124689,POINT (-87.67369950124689 42.056537999999996),396939,2019-12-11 22:32:02 UTC,2019-12-11 16:11:58 UTC,162.8,,,14.584,,,42.056537999999996,N,-87.67369950124689,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
5d7e9f0b-5674-44f3-8d59-999cd8e9da60,12bc9d89-fe67-46d9-86d4-c674f6473bb6,12bc9d89-fe67-46d9-86d4-c674f6473bb6,1,,42.0565188,-87.673709,POINT (-87.673709 42.0565188),377246,2019-12-11 22:32:03 UTC,2019-12-11 16:14:37 UTC,162.8,,,13.22099971545101,,,42.0565188,N,-87.673709,W,Google,Pixel 3a,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 3a",,
