fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
3817fcdc-2520-4817-b056-7b2bbd2cf640,ec5d3b9e-3afd-403e-83aa-60c0399e061a,6ab2c466-a63d-42a3-89ec-32e7470280ef,1,1,,42.05650958333333,-87.67368319444445,POINT (-87.67368319444445 42.05650958333333),555764,2019-12-11 18:58:39 UTC,2019-12-11 12:46:31 UTC,162.8,2019-12-11,18:46:14,14.3,,,42.05650958333333,N,-87.67368319444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
40b8cead-ae51-4f5f-a2ef-113e6cda2dec,3b0fe633-d005-4273-b70b-720696fddcc2,6f1bb87b-2241-4963-92da-6d731c6400c7,1,1,,42.056516499999994,-87.67368350000001,POINT (-87.67368350000001 42.056516499999994),471116,2019-12-11 18:58:42 UTC,2019-12-11 12:53:10 UTC,162.8,2019-12-11,18:53:10,13.388999931077262,,,42.056516499999994,N,-87.67368350000001,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
f5624ea0-92a8-4bc1-931a-8b46fd8494ca,67ebbc78-915b-458e-8b50-bc30619fbeea,3ea09689-f337-428f-9acd-01387bd51d67,1,1,,42.05650027777777,-87.6736988888889,POINT (-87.6736988888889 42.05650027777777),497690,2019-12-11 19:13:03 UTC,2019-12-11 13:02:07 UTC,162.8,2019-12-11,19:02:06,14.479000101204331,,,42.05650027777777,N,-87.6736988888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
f074340d-cebd-4188-a5ab-dd2e66133955,72d816df-f83b-4b92-8b2b-79b1ff321160,aa3b118b-cbc6-49c0-bff6-9e0af3713f69,1,1,,42.05650927777778,-87.67368269444445,POINT (-87.67368269444445 42.05650927777778),553188,2019-12-11 19:13:05 UTC,2019-12-11 13:08:28 UTC,162.8,2019-12-11,19:08:26,16.489000323519896,,,42.05650927777778,N,-87.67368269444445,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
1659cfe5-5b64-4b0c-bafc-dfe83650b98c,e57c1177-26b9-46f2-b7ef-6ee81742f6c6,a077a466-0109-4a49-947b-8bd87d9dacab,1,1,,42.05650947222222,-87.67368288888889,POINT (-87.67368288888889 42.05650947222222),526439,2019-12-11 19:26:43 UTC,2019-12-11 13:15:00 UTC,162.8,2019-12-11,19:14:52,14.512999540652274,,,42.05650947222222,N,-87.67368288888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,b8f3982f-e6d2-434c-a50d-2101cd588a19,9556ee02-f66f-4fa0-aee2-ae2faba0d2df,1,1,,42.056509388888884,-87.67368277777778,POINT (-87.67368277777778 42.056509388888884),567631,2019-12-11 19:26:44 UTC,2019-12-11 13:23:18 UTC,162.8,2019-12-11,19:23:00,14.467,,,42.056509388888884,N,-87.67368277777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
c489de5a-8e24-4a46-b533-f024621b9e77,b24e6cbe-37fe-4ea9-adf0-84e33df746cd,317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,1,1,,42.05650947222222,-87.67368288888889,POINT (-87.67368288888889 42.05650947222222),602989,2019-12-11 19:49:34 UTC,2019-12-11 13:28:05 UTC,162.8,2019-12-11,19:27:59,14.227000230574129,,,42.05650947222222,N,-87.67368288888889,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
24462a7b-28c7-4456-a8f3-f7117e5d4d79,a0097a66-0d22-4c89-bbe7-a69364f908f1,91f01f66-0951-4363-8e35-07bdfaf96fc9,1,1,,42.05651708333333,-87.67367227777778,POINT (-87.67367227777778 42.05651708333333),613610,2019-12-11 19:49:36 UTC,2019-12-11 13:43:11 UTC,162.8,2019-12-11,19:42:58,14.387000093659267,,,42.05651708333333,N,-87.67367227777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
24462a7b-28c7-4456-a8f3-f7117e5d4d79,bfce6d2d-7c0c-409c-a7ea-1426a7b2d7a5,91f01f66-0951-4363-8e35-07bdfaf96fc9,2,1,,42.05651708333333,-87.67367227777778,POINT (-87.67367227777778 42.05651708333333),613610,2019-12-11 19:49:36 UTC,2019-12-11 13:43:11 UTC,162.8,2019-12-11,19:42:58,14.387000093659267,,,42.05651708333333,N,-87.67367227777778,W,samsung,SAMSUNG-SM-G930A,,810,1080,"Fulcrum Android 2.34.0 (5279), Android 8.0.0, samsung, SAMSUNG-SM-G930A",72.0,72.0
cd1742e2-517e-49b0-9bf6-7952f2e3c282,8e74eed0-9dbb-4d00-8256-1f9327c70552,b2537219-8181-4891-a3a4-faf47c51c7d2,1,1,,42.05651666666667,-87.67370555555556,POINT (-87.67370555555556 42.05651666666667),498997,2019-12-11 20:00:03 UTC,2019-12-11 13:41:59 UTC,162.8,2019-12-11,19:41:59,13.09,,,42.05651666666667,N,-87.67370555555556,W,Google,Pixel 2,,,,"Fulcrum Android 2.35.0 (5330), Android 10, Google, Pixel 2",,
